,ID,author,year,title,keywords,journal,eprint,doi,adsurl
1435,Martinez-Solaeche2022A&A...661A..99M,"Mart\'\inez-Solaeche, G. and Gonz\'alez Delgado, R.~M. and Garc\'\ia-Benito, R. and D\'\iaz-Garc\'\ia, L.~A. and Rodr\'\iguez-Mart\'\in, J.~E. and P\'erez, E. and de Amorim, A. and Duarte Puertas, S. and Sodr\'e, L. and Sobral, D. and Chaves-Montero, J. and V\'\ilchez, J.~M. and Hern\'an-Caballero, A. and L\'opez-Sanjuan, C. and Cortesi, A. and Bonoli, S. and Cenarro, A.~J. and Dupke, R.~A. and Mar\'\in-Franch, A. and Varela, J. and V\'azquez Rami\'o, H. and Abramo, L.~R. and Crist\'obal-Hornillos, D. and Moles, M. and Alcaniz, J. and Benitez, N. and Ederoclite, A. and Marra, V. and Mendes de Oliveira, C. and Taylor, K. and Fern\'andez-Ontiveros, J.~A.",2022,The miniJPAS survey: Identification and characterization of the emission line galaxies down to z < 0.35 in the AEGIS field,"emlines, machine-learning, galaxies",A\&A,2204.01698,10.1051/0004-6361/202142812,https://ui.adsabs.harvard.edu/abs/2022A&A...661A..99M
1436,Martinez-Solaeche2021A&A...647A.158M,"Mart\'\inez-Solaeche, G. and Gonz\'alez Delgado, R.~M. and Garc\'\ia-Benito, R. and de Amorim, A. and P\'erez, E. and Rodr\'\iguez-Mart\'\in, J.~E. and D\'\iaz-Garc\'\ia, L.~A. and Cid Fernandes, R. and L\'opez-Sanjuan, C. and Bonoli, S. and Cenarro, A.~J. and Dupke, R.~A. and Mar\'\in-Franch, A. and Varela, J. and V\'azquez Rami\'o, H. and Abramo, L.~R. and Crist\'obal-Hornillos, D. and Moles, M. and Alcaniz, J. and Baqui, P.~O. and Benitez, N. and Carneiro, S. and Cortesi, A. and Ederoclite, A. and Marra, V. and Mendes de Oliveira, C. and Sodr\'e, L. and V\'\ilchez, J.~M. and Taylor, K.",2021,J-PAS: Measuring emission lines with artificial neural networks,"data, machine-learning",A\&A,2008.04287,10.1051/0004-6361/202039146,https://ui.adsabs.harvard.edu/abs/2021A&A...647A.158M
1437,Maslej-Kresnakova2021MNRAS.505.1464M,"Maslej-Kre\vs\vn\'akov\'a, Viera and El Bouchefry, Khadija and Butka, Peter",2021,Morphological classification of compact and extended radio galaxies using convolutional neural networks and data augmentation techniques,machine-learning,MNRAS,2107.00385,10.1093/mnras/stab1400,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.1464M
1438,Masters2019ApJ...877...81M,"Masters, Daniel C. and Stern, Daniel K. and Cohen, Judith G. and Capak, Peter L. and Stanford, S. Adam and Hernitschek, Nina and Galametz, Audrey and Davidzon, Iary and Rhodes, Jason D. and Sanders, Dave and Mobasher, Bahram and Castander, Francisco and Pruett, Kerianne and Fotopoulou, Sotiria",2019,The Complete Calibration of the Color-Redshift Relation (C3R2) Survey: Analysis and Data Release 2,"Surveys, myPapers, machine-learning, photometric-redshift, Euclid",ApJ,1904.06394,10.3847/1538-4357/ab184d,https://ui.adsabs.harvard.edu/abs/2019ApJ...877...81M
1439,Masters2017ApJ...841..111M,"Masters, Daniel C. and Stern, Daniel K. and Cohen, Judith G. and Capak, Peter L. and Rhodes, Jason D. and Castander, Francisco J. and Paltani, St\'ephane",2017,The Complete Calibration of the Color-Redshift Relation (C3R2) Survey: Survey Overview and Data Release 1,"photometric-redshift, machine-learning",ApJ,1704.06665,10.3847/1538-4357/aa6f08,https://ui.adsabs.harvard.edu/abs/2017ApJ...841..111M
1440,Malek2013A&A...557A..16M,"Ma\lek, K. and Solarz, A. and Pollo, A. and Fritz, A. and Garilli, B. and Scodeggio, M. and Iovino, A. and Granett, B.~R. and Abbas, U. and Adami, C. and Arnouts, S. and Bel, J. and Bolzonella, M. and Bottini, D. and Branchini, E. and Cappi, A. and Coupon, J. and Cucciati, O. and Davidzon, I. and De Lucia, G. and de la Torre, S. and Franzetti, P. and Fumana, M. and Guzzo, L. and Ilbert, O. and Krywult, J. and Le Brun, V. and Le Fevre, O. and Maccagni, D. and Marulli, F. and McCracken, H.~J. and Paioro, L. and Polletta, M. and Schlagenhaufer, H. and Tasca, L.~A.~M. and Tojeiro, R. and Vergani, D. and Zanichelli, A. and Burden, A. and Di Porto, C. and Marchetti, A. and Marinoni, C. and Mellier, Y. and Moscardini, L. and Nichol, R.~C. and Peacock, J.~A. and Percival, W.~J. and Phleps, S. and Wolk, M. and Zamorani, G.",2013,"The VIMOS Public Extragalactic Redshift Survey (VIPERS). A support vector machine classification of galaxies, stars, and AGNs",machine-learning,A\&A,1303.2621,10.1051/0004-6361/201321447,https://ui.adsabs.harvard.edu/abs/2013A&A...557A..16M
1441,McEwen2021arXiv211112720M,"McEwen, Jason D. and Wallis, Christopher G.~R. and Price, Matthew A. and Docherty, Matthew M.",2021,Machine learning assisted Bayesian model comparison: learnt harmonic mean estimator,machine-learning,arXiv e-prints,2111.12720,,https://ui.adsabs.harvard.edu/abs/2021arXiv211112720M
1442,McIsaac2022PhRvD.105j4056M,"McIsaac, Connor and Harry, Ian",2022,Using machine learning to autotune chi-squared tests for gravitational wave searches,machine-learning,Phys.~Rev.~D,2203.03449,10.1103/PhysRevD.105.104056,https://ui.adsabs.harvard.edu/abs/2022PhRvD.105j4056M
1443,Melton2020AJ....159..200M,"Melton, Elizabeth",2020,A Random Forest Approach to Identifying Young Stellar Object Candidates in the Lupus Star-forming Region,machine-learning,AJ,2003.10575,10.3847/1538-3881/ab72ac,https://ui.adsabs.harvard.edu/abs/2020AJ....159..200M
1444,Merten2019MNRAS.487..104M,"Merten, Julian and Giocoli, Carlo and Baldi, Marco and Meneghetti, Massimo and Peel, Austin and Lalande, Florian and Starck, Jean-Luc and Pettorino, Valeria",2019,On the dissection of degenerate cosmologies with machine learning,machine-learning,MNRAS,1810.11027,10.1093/mnras/stz972,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..104M
1445,Mesarcik2020MNRAS.496.1517M,"Mesarcik, Michael and Boonstra, Albert-Jan and Meijer, Christiaan and Jansen, Walter and Ranguelova, Elena and van Nieuwpoort, Rob V.",2020,Deep learning assisted data inspection for radio astronomy,machine-learning,MNRAS,2005.13373,10.1093/mnras/staa1412,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1517M
1446,Mesuga2021arXiv210701863M,"Mesuga, Reymond and Bayanay, Brian James",2021,A Deep Transfer Learning Approach on Identifying Glitch Wave-form in Gravitational Wave Data,machine-learning,arXiv e-prints,2107.01863,,https://ui.adsabs.harvard.edu/abs/2021arXiv210701863M
1447,Miller2021PASP..133e4502M,"Miller, A.~A. and Hall, X.~J.",2021,A Morphological Classification Model to Identify Unresolved PanSTARRS1 Sources. II. Update to the PS1 Point Source Catalog,"classification, machine-learning",PASP,2012.01544,10.1088/1538-3873/abf038,https://ui.adsabs.harvard.edu/abs/2021PASP..133e4502M
1448,Milosevic2021A&A...650A.100M,"Milosevic, Sara and Frank, Philipp and Leike, Reimar H. and M\""uller, Ancla and En\sslin, Torsten A.",2021,Bayesian decomposition of the Galactic multi-frequency sky using probabilistic autoencoders,machine-learning,A\&A,2009.06608,10.1051/0004-6361/202039435,https://ui.adsabs.harvard.edu/abs/2021A&A...650A.100M
1449,Mirzoyan2019MNRAS.489L..32M,"Mirzoyan, S.~S. and Khachatryan, H. and Yegorian, G. and Gurzadyan, V.~G.",2019,Machine learning and Kolmogorov analysis to reveal gravitational lenses,machine-learning,MNRAS,1908.02517,10.1093/mnrasl/slz125,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489L..32M
1450,Mishra2019arXiv190804682M,"Mishra, Amit and Reddy, Pranath and Nigam, Rahul",2019,CMB-GAN: Fast Simulations of Cosmic Microwave background anisotropy maps using Deep Learning,machine-learning,arXiv e-prints,1908.04682,,https://ui.adsabs.harvard.edu/abs/2019arXiv190804682M
1451,Mohan2022MNRAS.511.3722M,"Mohan, Devina and Scaife, Anna M.~M. and Porter, Fiona and Walmsley, Mike and Bowles, Micah",2022,Quantifying uncertainty in deep learning approaches to radio galaxy classification,machine-learning,MNRAS,2201.01203,10.1093/mnras/stac223,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3722M
1452,Molnar2020FrASS...7...29M,"Molnar, Momchil and Reardon, Kevin P. and Osborne, Christopher and Mili\'c, Ivan",2020,Spectral deconvolution with deep learning: removing the effects of spectral PSF broadening,machine-learning,Frontiers in Astronomy and Space Sciences,2005.05529,10.3389/fspas.2020.00029,https://ui.adsabs.harvard.edu/abs/2020FrASS...7...29M
1453,Molpeceres2020MNRAS.499.1373M,"Molpeceres, Germ\'an and Zaverkin, Viktor and K\""astner, Johannes",2020,Neural-network assisted study of nitrogen atom dynamics on amorphous solid water - I. adsorption and desorption,machine-learning,MNRAS,2009.09994,10.1093/mnras/staa2891,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.1373M
1454,Mommert2020AJ....159..178M,"Mommert, Michael",2020,Cloud Identification from All-sky Camera Data with Machine Learning,machine-learning,AJ,2003.11109,10.3847/1538-3881/ab744f,https://ui.adsabs.harvard.edu/abs/2020AJ....159..178M
1455,Mong2020MNRAS.499.6009M,"Mong, Y. -L. and Ackley, K. and Galloway, D.~K. and Killestein, T. and Lyman, J. and Steeghs, D. and Dhillon, V. and O'Brien, P.~T. and Ramsay, G. and Poshyachinda, S. and Kotak, R. and Nuttall, L. and Pall\'e, E. and Pollacco, D. and Thrane, E. and Dyer, M.~J. and Ulaczyk, K. and Cutter, R. and McCormac, J. and Chote, P. and Levan, A.~J. and Marsh, T. and Stanway, E. and Gompertz, B. and Wiersema, K. and Chrimes, A. and Obradovic, A. and Mullaney, J. and Daw, E. and Littlefair, S. and Maund, J. and Makrygianni, L. and Burhanudin, U. and Starling, R.~L.~C. and Eyles-Ferris, R.~A.~J. and Tooke, S. and Duffy, C. and Aukkaravittayapun, S. and Sawangwit, U. and Awiphan, S. and Mkrtichian, D. and Irawati, P. and Mattila, S. and Heikkil\""a, T. and Breton, R. and Kennedy, M. and Mata S\'anchez, D. and Rol, E.",2020,Machine learning for transient recognition in difference imaging with minimum sampling effort,machine-learning,MNRAS,2008.10178,10.1093/mnras/staa3096,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.6009M
1456,Morales2021Senso..21.3174M,"Morales, Manuel D. and Antelis, Javier M. and Moreno, Claudia and Nesterov, Alexander I.",2021,Deep Learning for Gravitational-Wave Data Analysis: A Resampling White-Box Approach,machine-learning,Sensors,2009.04088,10.3390/s21093174,https://ui.adsabs.harvard.edu/abs/2021Senso..21.3174M
1457,Morawski2019arXiv190706917M,"Morawski, Filip and Bejger, Micha\l and Cieciel\textbackslash\a\g, Pawe\l",2019,Convolutional neural network classifier for the output of the time-domain F-statistic all-sky search for continuous gravitational waves,machine-learning,arXiv e-prints,1907.06917,,https://ui.adsabs.harvard.edu/abs/2019arXiv190706917M
1458,Morgan2022ApJ...927..109M,"Morgan, R. and Nord, B. and Bechtol, K. and Gonz\'alez, S.~J. and Buckley-Geer, E. and M\""oller, A. and Park, J.~W. and Kim, A.~G. and Birrer, S. and Aguena, M. and Annis, J. and Bocquet, S. and Brooks, D. and Carnero Rosell, A. and Carrasco Kind, M. and Carretero, J. and Cawthon, R. and da Costa, L.~N. and Davis, T.~M. and De Vicente, J. and Doel, P. and Ferrero, I. and Friedel, D. and Frieman, J. and Garc\'\ia-Bellido, J. and Gatti, M. and Gaztanaga, E. and Giannini, G. and Gruen, D. and Gruendl, R.~A. and Gutierrez, G. and Hollowood, D.~L. and Honscheid, K. and James, D.~J. and Kuehn, K. and Kuropatkin, N. and Maia, M.~A.~G. and Miquel, R. and Palmese, A. and Paz-Chinch\'on, F. and Pereira, M.~E.~S. and Pieres, A. and Plazas Malag\'on, A.~A. and Reil, K. and Roodman, A. and Sanchez, E. and Smith, M. and Suchyta, E. and Swanson, M.~E.~C. and Tarle, G. and To, C.",2022,DeepZipper: A Novel Deep-learning Architecture for Lensed Supernovae Identification,machine-learning,ApJ,2112.01541,10.3847/1538-4357/ac5178,https://ui.adsabs.harvard.edu/abs/2022ApJ...927..109M
1459,Moriwaki2021ApJ...906L...1M,"Moriwaki, Kana and Shirasaki, Masato and Yoshida, Naoki",2021,Deep Learning for Line Intensity Mapping Observations: Information Extraction from Noisy Maps,machine-learning,ApJ,2010.00809,10.3847/2041-8213/abd17f,https://ui.adsabs.harvard.edu/abs/2021ApJ...906L...1M
1460,Moriwaki2021ApJ...923L...7M,"Moriwaki, Kana and Yoshida, Naoki",2021,Deep-learning Reconstruction of Three-dimensional Galaxy Distributions with Intensity Mapping Observations,machine-learning,ApJ,2110.05755,10.3847/2041-8213/ac3cc0,https://ui.adsabs.harvard.edu/abs/2021ApJ...923L...7M
1461,Moster2021MNRAS.507.2115M,"Moster, Benjamin P. and Naab, Thorsten and Lindstr\""om, Magnus and O'Leary, Joseph A.",2021,GalaxyNet: connecting galaxies and dark matter haloes with deep neural networks and reinforcement learning in large volumes,machine-learning,MNRAS,2005.12276,10.1093/mnras/stab1449,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2115M
1462,Mould2022arXiv220303651M,"Mould, Matthew and Gerosa, Davide and Taylor, Stephen R.",2022,Deep learning and Bayesian inference of gravitational-wave populations: hierarchical black-hole mergers,"Black-Holes, machine-learning",arXiv e-prints,2203.03651,,https://ui.adsabs.harvard.edu/abs/2022arXiv220303651M
1463,Moya2022arXiv220306027M,"Moya, Andy and L\'opez-Sastre, Roberto J.",2022,Stellar mass and radius estimation using Artificial Intelligence,machine-learning,arXiv e-prints,2203.06027,,https://ui.adsabs.harvard.edu/abs/2022arXiv220306027M
1464,Mucesh2021MNRAS.502.2770M,"Mucesh, S. and Hartley, W.~G. and Palmese, A. and Lahav, O. and Whiteway, L. and Bluck, A.~F.~L. and Alarcon, A. and Amon, A. and Bechtol, K. and Bernstein, G.~M. and Carnero Rosell, A. and Carrasco Kind, M. and Choi, A. and Eckert, K. and Everett, S. and Gruen, D. and Gruendl, R.~A. and Harrison, I. and Huff, E.~M. and Kuropatkin, N. and Sevilla-Noarbe, I. and Sheldon, E. and Yanny, B. and Aguena, M. and Allam, S. and Bacon, D. and Bertin, E. and Bhargava, S. and Brooks, D. and Carretero, J. and Castander, F.~J. and Conselice, C. and Costanzi, M. and Crocce, M. and da Costa, L.~N. and Pereira, M.~E.~S. and De Vicente, J. and Desai, S. and Diehl, H.~T. and Drlica-Wagner, A. and Evrard, A.~E. and Ferrero, I. and Flaugher, B. and Fosalba, P. and Frieman, J. and Garc\'\ia-Bellido, J. and Gaztanaga, E. and Gerdes, D.~W. and Gschwend, J. and Gutierrez, G. and Hinton, S.~R. and Hollowood, D.~L. and Honscheid, K. and James, D.~J. and Kuehn, K. and Lima, M. and Lin, H. and Maia, M.~A.~G. and Melchior, P. and Menanteau, F. and Miquel, R. and Morgan, R. and Paz-Chinch\'on, F. and Plazas, A.~A. and Sanchez, E. and Scarpine, V. and Schubnell, M. and Serrano, S. and Smith, M. and Suchyta, E. and Tarle, G. and Thomas, D. and To, C. and Varga, T.~N. and Wilkinson, R.~D. and DES Collaboration",2021,A machine learning approach to galaxy properties: joint redshift-stellar mass probability distributions with Random Forest,"photometric-redshift, machine-learning",MNRAS,2012.05928,10.1093/mnras/stab164,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.2770M
1465,Murakami2020arXiv201203778M,"Murakami, Koya and Nishizawa, Atsushi J.",2020,Identifying Cosmological Information in a Deep Neural Network,machine-learning,arXiv e-prints,2012.03778,,https://ui.adsabs.harvard.edu/abs/2020arXiv201203778M
1466,Muthukrishna2019ApJ...885...85M,"Muthukrishna, Daniel and Parkinson, David and Tucker, Brad E.",2019,DASH: Deep Learning for the Automated Spectral Classification of Supernovae and Their Hosts,machine-learning,ApJ,1903.02557,10.3847/1538-4357/ab48f4,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...85M
1467,Muyskens2022AJ....163..148M,"Muyskens, Amanda L. and Goumiri, Im\`ene R. and Priest, Benjamin W. and Schneider, Michael D. and Armstrong, Robert E. and Bernstein, Jason and Dana, Ryan",2022,Star-Galaxy Image Separation with Computationally Efficient Gaussian Process Classification,"classification, machine-learning",AJ,2105.01106,10.3847/1538-3881/ac4e93,https://ui.adsabs.harvard.edu/abs/2022AJ....163..148M
1468,Muller2021OJAp....4E...3M,"M\""uller, Oliver and Schnider, Eva",2021,Dwarfs from the Dark (Energy Survey): a machine learning approach to classify dwarf galaxies from multi-band images,machine-learning,The Open Journal of Astrophysics,2102.12776,10.21105/astro.2102.12776,https://ui.adsabs.harvard.edu/abs/2021OJAp....4E...3M
1469,Nakoneczny2021A&A...649A..81N,"Nakoneczny, S.~J. and Bilicki, M. and Pollo, A. and Asgari, M. and Dvornik, A. and Erben, T. and Giblin, B. and Heymans, C. and Hildebrandt, H. and Kannawadi, A. and Kuijken, K. and Napolitano, N.~R. and Valentijn, E.",2021,Photometric selection and redshifts for quasars in the Kilo-Degree Survey Data Release 4,"data, machine-learning",A\&A,2010.13857,10.1051/0004-6361/202039684,https://ui.adsabs.harvard.edu/abs/2021A&A...649A..81N
1470,Nammour2022arXiv220307412N,"Nammour, F. and Akhaury, U. and Girard, J.~N. and Lanusse, F. and Sureau, F. and Ben Ali, C. and Starck, J. -L.",2022,ShapeNet: Shape Constraint for Galaxy Image Deconvolution,"morphology, machine-learning",arXiv e-prints,2203.07412,,https://ui.adsabs.harvard.edu/abs/2022arXiv220307412N
1471,Ness2015ApJ...808...16N,"Ness, M. and Hogg, David W. and Rix, H. -W. and Ho, Anna. Y.~Q. and Zasowski, G.",2015,The Cannon: A data-driven approach to Stellar Label Determination,"machine-learning, methods",ApJ,1501.07604,10.1088/0004-637X/808/1/16,https://ui.adsabs.harvard.edu/abs/2015ApJ...808...16N
1472,Neuberg2019arXiv191104008N,"Neuberg, Brad and Bose, Souvik and Salvatelli, Valentina and dos Santos, Luiz F.~G. and Cheung, Mark and Janvier, Miho and Gunes Baydin, Atilim and Gal, Yarin and Jin, Meng",2019,Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning,machine-learning,arXiv e-prints,1911.04008,,https://ui.adsabs.harvard.edu/abs/2019arXiv191104008N
1473,Neutsch2022MNRAS.511.3446N,"Neutsch, Steffen and Heneka, Caroline and Br\""uggen, Marcus",2022,Inferring astrophysics and dark matter properties from 21 cm tomography using deep learning,machine-learning,MNRAS,2201.07587,10.1093/mnras/stac218,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3446N
1474,Nguyen2019ApJ...874..145N,"Nguyen, Gautier and Aunai, Nicolas and Fontaine, Dominique and Le Pennec, Erwan and Van den Bossche, Joris and Jeandet, Alexis and Bakkali, Brice and Vignoli, Louis and Regaldo-Saint Blancard, Bruno",2019,Automatic Detection of Interplanetary Coronal Mass Ejections from In Situ Data: A Deep Learning Approach,machine-learning,ApJ,1903.10780,10.3847/1538-4357/ab0d24,https://ui.adsabs.harvard.edu/abs/2019ApJ...874..145N
1475,Ni2022arXiv220402780N,"Ni, Shulei and Li, Yichao and Gao, Li-Yang and Zhang, Xin",2022,Eliminating Primary Beam Effect in Foreground Subtraction of Neutral Hydrogen Intensity Mapping Survey with Deep Learning,machine-learning,arXiv e-prints,2204.02780,,https://ui.adsabs.harvard.edu/abs/2022arXiv220402780N
1476,Ni2021MNRAS.507.1021N,"Ni, Yueying and Li, Yin and Lachance, Patrick and Croft, Rupert A.~C. and Di Matteo, Tiziana and Bird, Simeon and Feng, Yu",2021,"AI-assisted superresolution cosmological simulations - II. Halo substructures, velocities, and higher order statistics",machine-learning,MNRAS,2105.01016,10.1093/mnras/stab2113,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.1021N
1477,NietoCastano2019ICRC...36..752N,"Nieto Casta\~no, D. and Brill, A. and Feng, Q. and Humensky, T.~B. and Kim, B. and Miener, T. and Mukherjee, R. and Sevilla, J.",2019,36th International Cosmic Ray Conference (ICRC2019),machine-learning,,1912.09877,,https://ui.adsabs.harvard.edu/abs/2019ICRC...36..752N
1478,Nousiainen2021OExpr..2915327N,"Nousiainen, Jalo and Rajani, Chang and Kasper, Markus and Helin, Tapio",2021,Adaptive optics control using model-based reinforcement learning,machine-learning,Optics Express,2104.13685,10.1364/OE.420270,https://ui.adsabs.harvard.edu/abs/2021OExpr..2915327N
1479,Ntampaka2019ApJ...876...82N,"Ntampaka, M. and ZuHone, J. and Eisenstein, D. and Nagai, D. and Vikhlinin, A. and Hernquist, L. and Marinacci, F. and Nelson, D. and Pakmor, R. and Pillepich, A. and Torrey, P. and Vogelsberger, M.",2019,A Deep Learning Approach to Galaxy Cluster X-Ray Masses,machine-learning,ApJ,1810.07703,10.3847/1538-4357/ab14eb,https://ui.adsabs.harvard.edu/abs/2019ApJ...876...82N
1480,Ntampaka2020ApJ...889..151N,"Ntampaka, Michelle and Eisenstein, Daniel J. and Yuan, Sihan and Garrison, Lehman H.",2020,A Hybrid Deep Learning Approach to Cosmological Constraints from Galaxy Redshift Surveys,machine-learning,ApJ,1909.10527,10.3847/1538-4357/ab5f5e,https://ui.adsabs.harvard.edu/abs/2020ApJ...889..151N
1481,Ntampaka2021arXiv211114566N,"Ntampaka, Michelle and Ho, Matthew and Nord, Brian",2021,Building Trustworthy Machine Learning Models for Astronomy,machine-learning,arXiv e-prints,2111.14566,,https://ui.adsabs.harvard.edu/abs/2021arXiv211114566N
1482,Ntampaka2019BAAS...51c..14N,"Ntampaka, Michelle and Avestruz, Camille and Boada, Steven and Caldeira, Joao and Cisewski-Kehe, Jessi and Di Stefano, Rosanne and Dvorkin, Cora and Evrard, August E. and Farahi, Arya and Finkbeiner, Doug and Genel, Shy and Goodman, Alyssa and Goulding, Andy and Ho, Shirley and Kosowsky, Arthur and La Plante, Paul and Lanusse, Francois and Lochner, Michelle and Mandelbaum, Rachel and Nagai, Daisuke and Newman, Jeffrey A. and Nord, Brian and Peek, J.~E.~G. and Peel, Austin and Poczos, Barnabas and Rau, Markus Michael and Siemiginowska, Aneta and Sutherland, Dougal J. and Trac, Hy and Wandelt, Benjamin",2019,The Role of Machine Learning in the Next Decade of Cosmology,machine-learning,BAAS,1902.10159,,https://ui.adsabs.harvard.edu/abs/2019BAAS...51c..14N
1483,OrbandeXivry2021MNRAS.505.5702O,"Orban de Xivry, G. and Quesnel, M. and Vanberg, P. -O. and Absil, O. and Louppe, G.",2021,Focal plane wavefront sensing using machine learning: performance of convolutional neural networks compared to fundamental limits,machine-learning,MNRAS,2106.04456,10.1093/mnras/stab1634,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.5702O
1484,Oreshenko2020AJ....159....6O,"Oreshenko, Maria and Kitzmann, Daniel and M\'arquez-Neila, Pablo and Malik, Matej and Bowler, Brendan P. and Burgasser, Adam J. and Sznitman, Raphael and Fisher, Chloe E. and Heng, Kevin",2020,Supervised Machine Learning for Intercomparison of Model Grids of Brown Dwarfs: Application to GJ 570D and the Epsilon Indi B Binary System,machine-learning,AJ,1910.11795,10.3847/1538-3881/ab5955,https://ui.adsabs.harvard.edu/abs/2020AJ....159....6O
1485,OrestePinciroliVago2022arXiv220500701O,"Oreste Pinciroli Vago, Nicol\`o and Fraternali, Piero",2022,DeepGraviLens: a Multi-Modal Architecture for Classifying Gravitational Lensing Data,machine-learning,arXiv e-prints,2205.00701,,https://ui.adsabs.harvard.edu/abs/2022arXiv220500701O
1486,Ostdiek2020A&A...636A..75O,"Ostdiek, B. and Necib, L. and Cohen, T. and Freytsis, M. and Lisanti, M. and Garrison-Kimmmel, S. and Wetzel, A. and Sanderson, R.~E. and Hopkins, P.~F.",2020,Cataloging accreted stars within Gaia DR2 using deep learning,"machine-learning, GAIA",A\&A,1907.06652,10.1051/0004-6361/201936866,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..75O
1487,Parker2022MNRAS.tmp.1587P,"Parker, M.~L. and Lieu, M. and Matzeu, G.~A.",2022,AGN X-ray Spectroscopy with Neural Networks,machine-learning,MNRAS,2206.04602,10.1093/mnras/stac1639,https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1587P
1488,Pasquet2019A&A...621A..26P,"Pasquet, Johanna and Bertin, E. and Treyer, M. and Arnouts, S. and Fouchez, D.",2019,Photometric redshifts from SDSS images using a convolutional neural network,"photometric-redshift, machine-learning",A\&A,1806.06607,10.1051/0004-6361/201833617,https://ui.adsabs.harvard.edu/abs/2019A&A...621A..26P
1489,Paul2022arXiv220108755P,"Paul, Suman and Chattopadhyay, Tanuka",2022,Structural properties and classification of variable stars: A study through unsupervised machine learning techniques,machine-learning,arXiv e-prints,2201.08755,,https://ui.adsabs.harvard.edu/abs/2022arXiv220108755P
1490,Pearson2019MNRAS.488..991P,"Pearson, James and Li, Nan and Dye, Simon",2019,The use of convolutional neural networks for modelling large optically-selected strong galaxy-lens samples,machine-learning,MNRAS,1904.06199,10.1093/mnras/stz1750,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..991P
1491,Pearson2019A&A...626A..49P,"Pearson, W.~J. and Wang, L. and Trayford, J.~W. and Petrillo, C.~E. and van der Tak, F.~F.~S.",2019,Identifying galaxy mergers in observations and simulations with deep learning,machine-learning,A\&A,1902.10626,10.1051/0004-6361/201935355,https://ui.adsabs.harvard.edu/abs/2019A&A...626A..49P
1492,Pearson2020IAUS..341..104P,"Pearson, William J. and Wang, Lingyu and Trayford, James and Petrillo, Carlo E. and van der Tak, Floris F.~S.",2020,Panchromatic Modelling with Next Generation Facilities,"machine-learning, galaxies",,1901.07266,10.1017/S1743921319002187,https://ui.adsabs.harvard.edu/abs/2020IAUS..341..104P
1493,Perez2022arXiv220402408P,"Perez, Lucia A. and Genel, Shy and Villaescusa-Navarro, Francisco and Somerville, Rachel S. and Gabrielpillai, Austen and Angl\'es-Alc\'azar, Daniel and Wandelt, Benjamin D. and Yung, L.~Y. Aaron",2022,Constraining cosmology with machine learning and galaxy clustering: the CAMELS-SAM suite,"machine-learning, Simulations",arXiv e-prints,2204.02408,,https://ui.adsabs.harvard.edu/abs/2022arXiv220402408P
1494,Peruzzi2021A&A...652A..19P,"Peruzzi, T. and Pasquato, M. and Ciroi, S. and Berton, M. and Marziani, P. and Nardini, E.",2021,Interpreting automatic AGN classifiers with saliency maps,"classification, machine-learning",A\&A,2104.09551,10.1051/0004-6361/202038911,https://ui.adsabs.harvard.edu/abs/2021A&A...652A..19P
1495,Philip2002A&A...385.1119P,"Philip, N.~S. and Wadadekar, Y. and Kembhavi, A. and Joseph, K.~B.",2002,A difference boosting neural network for automated star-galaxy classification,machine-learning,A\&A,astro-ph/0202127,10.1051/0004-6361:20020219,https://ui.adsabs.harvard.edu/abs/2002A&A...385.1119P
1496,Pimentel2022arXiv220108482P,"Pimentel, \'Oscar and Est\'evez, Pablo A. and F\""orster, Francisco",2022,Deep Attention-Based Supernovae Classification of Multi-Band Light-Curves,machine-learning,arXiv e-prints,2201.08482,,https://ui.adsabs.harvard.edu/abs/2022arXiv220108482P
1497,Piras2022arXiv220507898P,"Piras, Davide and Joachimi, Benjamin and Villaescusa-Navarro, Francisco",2022,Fast and realistic large-scale structure from machine-learning-augmented random field simulations,"DIANA, machine-learning",arXiv e-prints,2205.07898,,https://ui.adsabs.harvard.edu/abs/2022arXiv220507898P
